epoch,train_loss,train_acc,val_loss,val_acc
1,2.340380,0.102500,2.301012,0.108000
2,2.318704,0.092500,2.303115,0.108000
3,2.315432,0.110500,2.315548,0.080000
4,2.315579,0.100000,2.311021,0.080000
5,2.315476,0.088000,2.306626,0.108000
6,2.312757,0.108000,2.301006,0.108000
7,2.314118,0.091000,2.302753,0.080000
8,2.311499,0.094500,2.321101,0.082000
9,2.312180,0.095000,2.305811,0.080000
10,2.311060,0.100000,2.304916,0.114000
