epoch,train_loss,train_acc,val_loss,val_acc
1,2.123357,0.256800,1.943903,0.314000
2,1.773912,0.374000,1.910488,0.375500
3,1.620443,0.426000,1.664477,0.429000
4,1.477829,0.477000,1.580014,0.455000
5,1.427530,0.501800,1.803885,0.451000
