epoch,train_loss,train_acc,val_loss,val_acc
1,2.199380,0.173600,2.069696,0.252000
2,1.964667,0.283600,1.936565,0.299500
3,1.799065,0.337600,1.769660,0.364500
4,1.700529,0.384200,1.812709,0.374000
5,1.591586,0.427200,1.657502,0.417000
