epoch,train_loss,train_acc,val_loss,val_acc
1,2.344262,0.102000,2.304311,0.102000
2,2.320092,0.096500,2.301415,0.112000
3,2.316680,0.098000,2.307986,0.096000
4,2.314808,0.087500,2.306370,0.098000
5,2.314412,0.108000,2.321005,0.082000
6,2.317363,0.093000,2.332474,0.094000
7,2.314616,0.097000,2.308900,0.080000
8,2.311800,0.094000,2.305253,0.114000
9,2.313477,0.088500,2.301195,0.098000
10,2.313608,0.096500,2.303846,0.080000
