epoch,train_loss,train_acc,val_loss,val_acc
1,2.163555,0.203400,2.040702,0.244500
2,1.899878,0.303400,1.791480,0.345000
3,1.729461,0.375400,1.622663,0.421000
4,1.581729,0.428000,1.611648,0.424500
5,1.470199,0.476200,1.557433,0.455500
