epoch,train_loss,train_acc,val_loss,val_acc
1,2.327735,0.090000,2.303245,0.112000
2,2.319080,0.103500,2.308135,0.102000
3,2.317598,0.081500,2.313518,0.108000
4,2.313209,0.095500,2.308203,0.084000
5,2.310589,0.106500,2.382737,0.094000
6,2.311192,0.096500,2.309175,0.094000
7,2.308979,0.105500,2.306918,0.080000
8,2.309956,0.096500,2.302209,0.114000
9,2.307526,0.101000,2.308359,0.114000
10,2.308880,0.091000,2.305203,0.108000
